source,entities,translations
"Who lost the most soldiers during the American Civil War, the Union or the Confederacy?","['American Civil War', 'Union', 'Confederacy']","['Guerra de Secesión', 'Union', 'Confederacy']"
"Which American Civil War battle occurred later, Battle of Gettysburg or Battle of Nashville?","['American Civil War', 'Battle of', 'Gettysburg', 'Battle of', 'Nashville']","['Guerra de Secesión', 'Battle of', 'Gettysburg', 'Battle of', 'Nashville']"
"Which country won more gold medals at the 2000 Summer Olympics, Italy or Romania?","['2000 Summer Olympics', 'Italy', 'Romania']","['Juegos Olímpicos de Sídney 2000', 'Italia', 'Rumania']"
"Who ruled for a longer period of time, King Tut or Alexander the Great?","['King Tut', 'Alexander', 'Great']","['Tutankamón', 'Alexander', 'Great']"
"Which war lasted longer, US Civil War or World War II?","['US Civil War', 'World War II']","['Guerra de Secesión', 'Segunda Guerra Mundial']"
"Which war lasted longer, War of 1812 or World War II?","['War of 1812', 'World War II']","['Guerra anglo-estadounidense de 1812', 'Segunda Guerra Mundial']"
"Who was born earlier, King Edward V of England or King Richard III of England?","['Edward V', 'England', 'Richard III', 'England']","['Eduardo V de Inglaterra', 'Inglaterra', 'Ricardo III de Inglaterra', 'Inglaterra']"
"What war happened first, the Vietnam War or the Korean War?","['Vietnam War', 'Korean War']","['Guerra de Vietnam', 'Guerra de Corea']"
"Which country elected its first president earlier, the United States or India?","['United States', 'India']","['Estados Unidos', 'India']"
"Who was emperor of Russia longer, Alexander II or Alexander III?","['Russia', 'Alexander II', 'Alexander III']","['Rusia', 'Alejandro II', 'Alejandro III']"
"Who had a longer reign in the UK, Elizabeth I or Elizabeth II?","['UK', 'Elizabeth I', 'Elizabeth II']","['Reino Unido', 'Isabel I de Inglaterra', 'Isabel II del Reino Unido']"
"Who ruled Egypt longer, Cleopatra or Pepi II?","['Egypt', 'Cleopatra', 'Pepi II']","['Egipto', 'Cleopatra', 'Neferkara Pepy']"
"What state has existed longer, Delaware or Mississippi?","['Delaware', 'Mississippi']","['Delaware', 'Misisipi']"
"Which war caused the most deaths, World War I or II?","['World War I', 'II']","['Primera Guerra Mundial', 'II']"
Did the war between England and Zanzibar last more than an hour?,"['England', 'Zanzibar']","['Inglaterra', 'Zanzíbar']"
"Which city of Ancient Greece was more populated, Sparta or Athens?","['Ancient Greece', 'Sparta', 'Athens']","['Antigua Grecia', 'Esparta', 'Atenas']"
"Which revolution happened before, the French Revolution or the Industrial Revolution?","['French Revolution', 'Industrial Revolution']","['Revolución francesa', 'Revolución Industrial']"
"Which war lasted longer, Vietnam War or Korean War?","['Vietnam War', 'Korean War']","['Guerra de Vietnam', 'Guerra de Corea']"
"Which religion has the most members, Buddhism or Hinduism?","['Buddhism', 'Hinduism']","['Budismo', 'Hinduismo']"
"Which empire had the most land, Persian or Russian Empire?","['Persian', 'Russian Empire']","['Persa', 'Imperio ruso']"
Was the Ottoman Empire founded before 1400 AD?,['Ottoman Empire'],['Imperio otomano']
"Which empire had the larger land mass in it's control, the British Empire or the Mongol Empire?","['British Empire', 'Mongol Empire']","['Imperio británico', 'Imperio mongol']"
Did the Vietnam war or the Civil war last longer?,"['Vietnam', 'Civil']","['Vietnam', 'Civil']"
"Which lasted longer, World War II or American Civil War?","['World War II', 'American Civil War']","['Segunda Guerra Mundial', 'Guerra de Secesión']"
"Which Civil War battle was shorter, the Battle of Dranesville or the Battle of Gettysburg?","['Civil War', 'Battle of', 'Dranesville', 'Battle of', 'Gettysburg']","['Civil War', 'Battle of', 'Dranesville (Virginia)', 'Battle of', 'Gettysburg']"
"Which World War II battle was longer, the Battle of the Atlantic or Battle of Kursk?","['World War II', 'Battle of the Atlantic', 'Battle of Kursk']","['Segunda Guerra Mundial', 'Batalla del Atlántico', 'Batalla de Kursk']"
"What war did the US participate in for a longer period of time, the War in Afghanistan or the Vietnam War?","['US', 'War in Afghanistan', 'Vietnam War']","['Estados Unidos', 'Guerra de Afganistán', 'Guerra de Vietnam']"
"Which war was shorter, the Persian Gulf War or the Civil War?","['Persian Gulf War', 'Civil War']","['Guerra del Golfo', 'Civil War']"
"Which country has sent more people into space, the United States or Russia?","['United States', 'Russia']","['Estados Unidos', 'Rusia']"
"Which European sovereign state is older, San Marino or the Kingdom of England?","['European', 'San Marino', 'Kingdom of England']","['European', 'San Marino', 'Reino de Inglaterra']"
"Which Axis Power attacked the U.S. at Pearl Harbor, Japan or Germany?","['Axis Power', 'U', 'S', 'Pearl Harbor', 'Japan', 'Germany']","['Potencias del Eje', 'U', 'S', 'Pearl Harbor', 'Japón', 'Alemania']"
"Which Axis Power had atomic bombs dropped on it, Italy or Japan?","['Axis Power', 'Italy', 'Japan']","['Potencias del Eje', 'Italia', 'Japón']"
Did France and Britain ever have colonies in North America at the same time?,"['France', 'Britain', 'North America']","['Francia', 'Britain', 'América del Norte']"
"Which war lasted longer, the Korean War or WW II?","['Korean War', 'WW II']","['Guerra de Corea', 'Segunda Guerra Mundial']"
"Which Chinese dynasty was formed first, the Ming dynasty or the Song dynasty?","['Chinese', 'Ming', 'Song']","['Chinois', 'Dinastía Ming', 'Canción']"
"Which modern country's land was conquered by the Roman Empire first, France or England?","['Roman', 'Empire', 'France', 'England']","['Roman', 'Imperio', 'Francia', 'Inglaterra']"
"Which country colonized India first, the United Kingdom or France?","['India', 'United Kingdom', 'France']","['India', 'Reino Unido', 'Francia']"
"Which war lasted longer, the American Revolution or the French Revolution?","['American Revolution', 'French Revolution']","['Revolución de las Trece Colonias', 'Revolución francesa']"
"Which war lasted longer, the Korean War or the Spanish American War?","['Korean War', 'Spanish American War']","['Guerra de Corea', 'Guerra hispano-estadounidense']"
"Which war lasted longer, World War I or the War of 1812?","['World War I', 'War of 1812']","['Primera Guerra Mundial', 'Guerra anglo-estadounidense de 1812']"
"Which war lasted longer, Second Seminole War or World War II?","['Second Seminole War', 'World War II']","['Segunda guerra semínola', 'Segunda Guerra Mundial']"
"Which war lasted longer, Iraq War or Korean War?","['Iraq War', 'Korean War']","['Guerra de Irak', 'Guerra de Corea']"
"Which Roman emperor had the longer rein, Caligula or Nero?","['Roman', 'Caligula', 'Nero']","['Roman', 'Calígula', 'Nerón']"
"Which Chinese dynasty came first, Ming Dynasty or Song Dynasty?","['Chinese', 'Ming', 'Dynasty', 'Song Dynasty']","['Chinois', 'Dinastía Ming', 'Dinastía', 'Dinastía Song']"
"Which country gained independence first, Mexico or Ecuador?","['Mexico', 'Ecuador']","['México', 'Ecuador']"
"Who is taller, Napoleon Bonaparte or Queen Elizabeth II?","['Napoleon Bonaparte', 'Elizabeth II']","['Napoleón Bonaparte', 'Isabel II del Reino Unido']"
"Which country has less states, US or Germany?","['US', 'Germany']","['Estados Unidos', 'Alemania']"
"Who reigned for more time, Rameses III or Cleopatra?","['Rameses III', 'Cleopatra']","['Ramsés III', 'Cleopatra']"
"Which became a state first, Hawaii or Alaska?","['Hawaii', 'Alaska']","['Hawái', 'Alaska']"
"Who has the longer reign over Japan, Emperor Hirohito or Emperor Akihito?","['Japan', 'Hirohito', 'Akihito']","['Japón', 'Hirohito', 'Akihito']"
"Which war resulted in more American lives lost, the Vietnam War or the war in Iraq?","['American', 'Vietnam War', 'Iraq']","['American', 'Guerra de Vietnam', 'Irak']"
"Which conflict lasted longer, Vietnam or Afghanistan?","['Vietnam', 'Afghanistan']","['Vietnam', 'Afganistán']"
Did the War in Korea come before WW II?,"['War in Korea', 'WW II']","['Guerra de Corea', 'Segunda Guerra Mundial']"
Did World War II happen after World War I?,"['World War II', 'World War I']","['Segunda Guerra Mundial', 'Primera Guerra Mundial']"
"Who lived longer, Alexander the Great or Julius Ceasar?","['Alexander the Great', 'Julius Ceasar']","['Alejandro Magno', 'Julio César']"
"Who lived longer, Alexander the Great or his father Philip II of Macedon?","['Alexander', 'Great', 'Philip II', 'Macedon']","['Alexander', 'Great', 'Philip II', 'Reino de Macedonia']"
"Who had more wives, Alexander the Great or his father Philip II of Macedon?","['Alexander', 'Great', 'Philip II', 'Macedon']","['Alexander', 'Great', 'Philip II', 'Reino de Macedonia']"
"Who had more wives, Alexander the Great or Julius Ceasar?","['Alexander the Great', 'Julius Ceasar']","['Alejandro Magno', 'Julio César']"
"Which battle was fought earlier, Battle of Bunker Hill or Battle of Long Island?","['Battle of B', 'unker Hill', 'Battle of', 'Long Island']","['Battle of B', 'unker Hill', 'Battle of', 'Long Island']"
"Who was younger when they were crowned czar of Russia, Ivan IV or Ivan VI?","['Russia', 'Ivan IV', 'Ivan VI']","['Rusia', 'Iván IV de Rusia', 'Iván VI de Rusia']"
"Which war resulted in more American casualties, the Civil War or World War I?","['American', 'Civil War', 'World War I']","['American', 'Civil War', 'Primera Guerra Mundial']"
Was the United States Constitution ratified before 1790?,['United States Constitution'],['Constitución de los Estados Unidos']
"Which country suffered more military deaths during World War II, Germany or the Soviet Union?","['World War II', 'Germany', 'Soviet Union']","['Segunda Guerra Mundial', 'Alemania', 'Unión Soviética']"
Was the United States Constitution written before 1790?,['United States Constitution'],['Constitución de los Estados Unidos']
"Which was founded first, San Marino or Luxembourg?","['San Marino', 'Luxembourg']","['San Marino', 'Luxemburgo']"
"What war started first, the Korean War or Vietnam War?","['Korean War', 'Vietnam War']","['Guerra de Corea', 'Guerra de Vietnam']"
"Who had the bigger nuclear warhead arsenal during the Cold War, United States or the Soviet Union?","['Cold War', 'United States', 'Soviet Union']","['Guerra Fría', 'Estados Unidos', 'Unión Soviética']"
"Which country had the higher death count during World War II, China or Germany?","['World War II', 'China', 'Germany']","['Segunda Guerra Mundial', 'República Popular China', 'Alemania']"
"Which war had the most US deaths, Korean War or Vietnam War?","['US', 'Korean War', 'Vietnam War']","['Estados Unidos', 'Guerra de Corea', 'Guerra de Vietnam']"
"Which war lasted longer, World War II or the Vietnam War?","['World War II', 'Vietnam War']","['Segunda Guerra Mundial', 'Guerra de Vietnam']"
"Which side won World War II, the Axis or the Allies?","['World War II', 'Axis', 'Allies']","['Segunda Guerra Mundial', 'Axis', 'Allies']"
"Which war lasted longer, the Vietnam War or the Revolutionary War?","['Vietnam War', 'Revolutionary War']","['Guerra de Vietnam', 'Revolutionary War']"
"Which was larger, the Abbasid Caliphate or the Mongol Empire?","['Abbasid Caliphat', 'Mongol Empire']","['Abbasid Caliphat', 'Imperio mongol']"
Did Japan invade Korea before King Gojong died?,"['Japan', 'Korea', 'Gojong']","['Japón', 'Corea', 'Gojong']"
"Which war lasted longer, World War II or the war in Afghanistan between the United States and the Taliban?","['World War II', 'Afghanistan', 'United States', 'Taliban']","['Segunda Guerra Mundial', 'Afganistán', 'Estados Unidos', 'Talibán']"
"Which war had more fatalities, World War I or the American Civil War?","['World War I', 'American Civil War']","['Primera Guerra Mundial', 'Guerra de Secesión']"
"Which war involved a larger number of countries, World War I or World War II?","['World War I', 'World War II']","['Primera Guerra Mundial', 'Segunda Guerra Mundial']"
"Which war lasted longer, the Vietnam War or World War I?","['Vietnam War', 'World War I']","['Guerra de Vietnam', 'Primera Guerra Mundial']"
"Which American war lasted longer, Vietnam or Iraq?","['American', 'Vietnam', 'Iraq']","['American', 'Vietnam', 'Irak']"
"Which of the 13 original American colonies was established earlier, New York or Delaware?","['American', 'New York', 'Delaware']","['American', 'Nueva York (desambiguación)', 'Delaware']"
How many ships did Christopher Columbus have?,['Christopher Columbus'],['Cristóbal Colón']
How many countries are part of NATO?,['NATO'],['OTAN']
How many principal pyramids are in Egypt?,['Egypt'],['Egipto']
How many countries were principal partners in the Allies alliance in WW II?,"['Allies', 'WW II']","['Allies', 'Segunda Guerra Mundial']"
How many wives did Julius Caesar have?,['Julius Caesar'],['Julio César']
How many wives did Ramesses II have?,['Ramesses II'],['Ramsés II']
How many wives did Joseph Stalin have?,['Joseph Stalin'],['Iósif Stalin']
The Hundred Years War was fought between how many countries?,['Hundred Years War'],['Guerra de los Cien Años']
How many major wars has Canada been a part of?,['Canada'],['Canadá']
How many have Congressional Medals of Honor been given to American soldiers?,"['Congressional Medals of Honor', 'American']","['Congressional Medals of Honor', 'American']"
How many wives did President Donald Trump have?,['Donald Trump'],['Donald Trump']
How many presidents has the US had?,['US'],['Estados Unidos']
How many American presidents were born in North Carolina?,"['American', 'North Carolina']","['American', 'Carolina del Norte']"
What countries made up the Allies in World War I?,"['Allies', 'World War I']","['Allies', 'Primera Guerra Mundial']"
How many wives did Alexander the Great have?,"['Alexander', 'Great']","['Alexander', 'Great']"
How many astronauts have walked on the moon as of 2020?,[],[]
How many countries supported North Vietnam in the Vietnam War?,"['North Vietnam', 'Vietnam War']","['Vietnam del Norte', 'Guerra de Vietnam']"
How many countries made up the principal Allies during World War II?,"['Allies', 'World War II']","['Allies', 'Segunda Guerra Mundial']"
How many world leaders were part of the Yalta Conference?,['Yalta Conference'],['Conferencia de Yalta']
How many Apollo missions successful took crews to the Moon and back?,"['Apollo', 'Moon']","['Apolo', 'Luna']"
How many wars did Rome fight against Carthage?,"['Rome', 'Carthage']","['Roma', 'Cartago']"
How many delegates to the Second Continental Congress signed the United States Declaration of Independence?,"['Second Continental', 'Congress', 'United States Declaration of Independence']","['Second Continental', 'Congreso', 'Declaración de Independencia de los Estados Unidos']"
Into how many independent kingdoms did China divide after the fall of the Han Dynasty in AD 220?,"['China', 'Han Dynasty']","['República Popular China', 'Dinastía Han']"
The Confederate States of America was divided into how many states?,['Confederate States of America'],['Estados Confederados de América']
How many wives did Louis XIV have?,['Louis XIV'],['Luis XIV de Francia']
How many Punic wars have been fought?,['Punic'],['Púnico']
How many kingdoms still exist in Europe?,['Europe'],['Europa']
How many queens has Great Britain had?,['Great Britain'],['Gran Bretaña']
How many first female vice presidents have there been in the United States?,['United States'],['Estados Unidos']
How many of those that signed the Declaration of Independence became US president?,"['Declaration of Independence', 'US']","['Declaration of Independence', 'Estados Unidos']"
How many countries have landed spacecraft on the moon?,[],[]
How many Supreme Leaders has North Korea had?,['North Korea'],['Corea del Norte']
How many countries and satellite states were in the Warsaw Pact?,['Warsaw Pact'],['Pacto de Varsovia']
How many countries were in the original NATO alliance?,['NATO'],['OTAN']
How many adoptive children did Julius Caesar have?,['Julius Caesar'],['Julio César']
How many battles did Mark Antony fight in?,['Mark Antony'],['Marco Antonio']
How many World Wars have there been?,['World Wars'],['Guerra mundial']
How many times has America fought the British in war?,"['America', 'British']","['Estados Unidos', 'British']"
How many countries made up the Allied Powers during WW I?,"['Allied Powers', 'WW I']","['Allied Powers', 'Primera Guerra Mundial']"
How many countries did Germany invade during WW II?,"['Germany', 'WW II']","['Alemania', 'Segunda Guerra Mundial']"
How many World Wars happened in the 1900s?,['World Wars'],['Guerra mundial']
How many people comprised the Second Triumvirate?,"['Second', 'Tri']","['Segundo', 'Tri']"
How many Original Colonies were there in the US?,"['Original Colonies', 'US']","['Original Colonies', 'Estados Unidos']"
"How many leaders has South Korea had since 1945 that aligned with the ""Independent"" political party?","['South Korea', 'Independent']","['Corea del Sur', 'Independent']"
"How many exclusively ""Independent"" rulers has South Korea had since 1945?","['Independent', 'South Korea']","['Independent', 'Corea del Sur']"
How many countries fought in The Hundred Years War?,['The Hundred Years War'],['Guerra de los Cien Años']
How many Confederate States of America were there?,"['Confederate', 'States of America']","['Confederate', 'Anexo:Estados y territorios de los Estados Unidos']"
How many political leaders have North Korea have?,['North Korea'],['Corea del Norte']
How many children did Napoleon Bonaparte have?,['Napoleon Bonaparte'],['Napoleón Bonaparte']
How many countries participated in the 1896 Olympic Games in Athens?,"['1896 Olympic Games', 'Athens']","['Juegos Olímpicos de Atenas 1896', 'Atenas']"
How many British monarchs have there been since the political union of the Kingdom of England and the Kingdom of Scotland on 1 May 1707?,"['British', 'Kingdom of England', 'Kingdom of Scotland']","['British', 'Reino de Inglaterra', 'Reino de Escocia']"
"How many countries of ""the coalition of the willing"" had an active or participant role in the Iraq War?",['Iraq War'],['Guerra de Irak']
How many conflicts were in the Napoleonic Wars?,['Napoleonic Wars'],['Guerras napoleónicas']
How many men have walked on the moon?,[],[]
How many people won the 1956 Nobel Prize in Physics?,['Nobel Prize in Physics'],['Premio Nobel de Física']
How many mathematicians won the 2015 Abel Prize?,['Abel Prize'],['Premio Abel']
How many World Wars were fought in the early 20th century?,['World Wars'],['Guerra mundial']
How many continents were discovered on Earth?,['Earth'],['Tierra']
How many cities in Japan were hit by nuclear bomb during World War II?,"['Japan', 'World War II']","['Japón', 'Segunda Guerra Mundial']"
How many ships were in Columbus voyage to the Americas?,"['Columbus', 'Americas']","['Columbus', 'América']"
How many States made up the original colonies of the United States of America?,"['States', 'United States of America']","['States', 'Estados Unidos']"
How many times was Franklin Roosevelt elected president?,['Franklin Roosevelt'],['Franklin D. Roosevelt']
How many States were there when the Constitution was written?,"['States', 'Constitution']","['States', 'Constitución']"
How many countries were involved on allies side in WW I?,['WW I'],['Primera Guerra Mundial']
How many political parties were their originally?,[],[]
How many times did America Fight a war defending England?,"['America', 'England']","['Estados Unidos', 'Inglaterra']"
How many Americans have walked on the moon?,['Americans'],['Estadounidense']
How many times did America drop nuclear bombs on Japanese cities?,"['America', 'Japanese']","['Estados Unidos', 'Japonés']"
How many States were originally part of the United States?,"['States', 'United States']","['States', 'Estados Unidos']"
How many years did Augustus serve as emperor of Rome?,"['Augustus', 'Rome']","['Augusto', 'Roma']"
How many countries were members of the original European Union?,['European Union'],['Unión Europea']
How many United States presidents served in World War II?,"['United States', 'World War II']","['Estados Unidos', 'Segunda Guerra Mundial']"
How many countries were part of the Entente Powers during World War I?,"['Entente Powers', 'World War I']","['Aliados (Primera Guerra Mundial)', 'Primera Guerra Mundial']"
How many countries were in the Grand Alliance in World War II?,"['Grand', 'Alliance', 'World War II']","['Grand', 'Alliance', 'Segunda Guerra Mundial']"
How many wives did King Louis XVI of France have?,"['Louis XVI', 'France']","['Luis XVI de Francia', 'Francia']"
How many commonwealths are still ruled by England?,['England'],['Inglaterra']
How many cities did the United Stated drop atomic bombs on in Japan during WW II?,"['United State', 'Japan', 'WW II']","['United State', 'Japón', 'Segunda Guerra Mundial']"
How many countries make up NATO?,['NATO'],['OTAN']
How many children did King Tut have?,['King Tut'],['Tutankamón']
How many sons did Julius Caesar have?,['Julius Caesar'],['Julio César']
How many spouses did Marcus Junius Brutus ever have?,['Marcus Junius Brutus'],['Marco Junio Bruto']
How many States were in the Confederate States of America?,"['States', 'Confederate States of America']","['States', 'Estados Confederados de América']"
How many astronauts were on Apollo 11 when it landed on the moon?,['Apollo 11'],['Apolo 11']
"How many countries conformed ""The Big Three"" in WW II?","['The Big Three', 'WW II']","['Los Tres Grandes', 'Segunda Guerra Mundial']"
How many wives did Charlemagne have?,['Charlemagne'],['Carlomagno']
How many wives did Rameses II have?,['Rameses II'],['Ramsés II']
How many Mythical Founders of Rome were there?,['Rome'],['Roma']
How many Japanese cities had the atomic bomb dropped on it during World War II?,"['Japanese', 'World War II']","['Japonés', 'Segunda Guerra Mundial']"
How many Supreme Leaders of North Korea have there been?,['North Korea'],['Corea del Norte']
How many presidents has the USA had?,['USA'],['Estados Unidos']
How many countries were involved in the Vietnam War?,['Vietnam War'],['Guerra de Vietnam']
"What country attended the signing ceremony for the Treaty of Versailles held in 1919, but did not sign the Treaty of Versailles?","['Treaty of Versailles', 'Treaty of Versailles']","['Tratado de Versalles (1919)', 'Tratado de Versalles (1919)']"
Which heavyweight boxing champion did not accept induction into the United States Army when drafted?,['United States Army'],['Ejército de los Estados Unidos']
Which country did not ratify the Treaty of Versailles?,['Treaty of Versailles'],['Tratado de Versalles (1919)']
Which president did not finish his term due to resignation?,[],[]
Which Roman emperor took control of Rome at the age of 66 but never had children?,"['Roman', 'Rome']","['Roman', 'Roma']"
Which Roman Emperor led from 198 to 217 but never had children?,['Roman'],['Roman']
Which military alliance did not win World War II?,['World War II'],['Segunda Guerra Mundial']
Who was the English king who signed a treaty making him heir to the French throne but never became king of France?,"['English', 'French', 'France']","['English (desambiguación)', 'French', 'Francia']"
Which of the four surviving sons of Louis VIII of France did not have any children?,"['Louis VIII', 'France']","['Luis VIII de Francia', 'Francia']"
Which of the five surviving sons of Edward III of England does not have any legitimate descendants today?,"['Edward III', 'England']","['Eduardo III de Inglaterra', 'Inglaterra']"
Who was the president that never lived in the White House?,['White House'],['Casa Blanca']
"What is the continent, besides Antarctica, that has never hosted the Olympics?","['Antarctica', 'Olympics']","['Antártida', 'Juegos Olímpicos']"
Which of Prince Charles' sons did not marry someone from the UK?,"['Prince Charles', 'UK']","['Carlos III del Reino Unido', 'Reino Unido']"
Which king of England never lost a war?,['England'],['Inglaterra']
Which American president never lived in the White House?,"['American', 'White House']","['American', 'Casa Blanca']"
Which US president never married?,['US'],['Estados Unidos']
Who was the first president to not live in the White House?,['White House'],['Casa Blanca']
Which princess of Thailand did not marry a Thai citizen?,"['Thailand', 'Thai']","['Tailandia', 'Thai']"
What US president did not have a First Lady?,['US'],['Estados Unidos']
What was the name of the first astronaut that did not survive the space mission?,[],[]
Which Canadian prime minister wasn't male?,['Canadian'],['Canadienses']
Which nation did Nazi Germany not successfully invade during World War II?,"['Nazi', 'Germany', 'World War II']","['Nazismo', 'Alemania', 'Segunda Guerra Mundial']"
"What king voluntarily abdicated the throne because he was not allowed to marry an American divorcee, Wallis Simpson?","['American', 'Wallis Simpson']","['American', 'Wallis Simpson']"
"What three countries formed a Grand Alliance during WW II, and who could not agree on how the War should be fought?","['Grand Alliance', 'WW II', 'War']","['Grand Alliance', 'Segunda Guerra Mundial', 'Guerra']"
"Though she was born in Egypt, Cleopatra was not ethnically Egyptian, what ethnicity was she?","['Egypt', 'Cleopatra', 'Egyptian']","['Egipto', 'Cleopatra', 'Egyptian']"
Which Himalayan country was never colonized?,['Himalayan'],['Himalayan']
Which country did not sign the Treaty of Versailles?,['Treaty of Versailles'],['Tratado de Versalles (1919)']
Who never gave an interview as First Lady?,[],[]
Which Chicago Cubs team did not fail to win the World Series in the 21st Century?,"['Chicago Cubs', 'World Series', '21st Century']","['Chicago Cubs', 'Serie Mundial', 'Siglo XXI']"
Which of Columbus's ships did not make it back to Spain?,"['Columbus', 'Spain']","['Columbus', 'España']"
"Which Macedonian leader invaded the Indian subcontinent, but did not conquer it?","['Macedonian', 'Indian', 'continent']","['Macedonian', 'Indian', 'Continente']"
Which delegates to the Second Continental Congress did not sign the Declaration of Independence?,"['Second Continental', 'Congress', 'Declaration of Independence']","['Second Continental', 'Congreso', 'Declaration of Independence']"
Which male children of John Adams did not become president of the United States of America?,"['John Adams', 'United States of America']","['John Adams', 'Estados Unidos']"
Which leader of Mongol Empire invaded Japan but did not conquer it?,"['Mongol Empire', 'Japan']","['Imperio mongol', 'Japón']"
Which president of United States did not live past 46?,['United States'],['Estados Unidos']
Which governor of New York was not a male?,['New York'],['Nueva York (desambiguación)']
"What Roman ruler invaded Britain, but did not win the war?","['Roman', 'Britain']","['Roman', 'Britain']"
"Who ruled Egypt after Cleopatra, but did not live to 40?","['Egypt', 'Cleopatra']","['Egipto', 'Cleopatra']"
"Who ruled Rome after Nero, but was appointed by the Senate?","['Rome', 'Nero', 'Senate']","['Roma', 'Nerón', 'Senado']"
"Which French leader invaded Mexico, but never conquered it?","['French', 'Mexico']","['French', 'México']"
"Which Italian leader invaded Ethiopia, but never conquered it?","['Italian', 'Ethiopia']","['Italian', 'Etiopía']"
"Which Russian president invaded Afghanistan, but never conquered it?","['Russian', 'Afghanistan']","['Russian', 'Afganistán']"
Who was not a member of the Allied Powers during World War II?,"['Allied', 'Powers', 'World War II']","['Allied', 'Powers', 'Segunda Guerra Mundial']"
Who was the only member of the Lewis and Clark expedition not to survive the journey?,"['Lewis', 'and', 'Clark']","['Lewis', 'AND (desambiguación)', 'Clark']"
Who was the only 20th century Democratic Party president not to win re-election?,"['Democratic', 'Party']","['Democratic', 'Fiesta']"
Which king of England was never officially crowned?,['England'],['Inglaterra']
Which of George HW Bush's sons did not become the president of the United States?,"['George HW Bush', 'United States']","['George H. W. Bush', 'Estados Unidos']"
Which US president has never been married?,['US'],['Estados Unidos']
Which U.S. president did not survive WW II?,"['U', 'S', 'WW II']","['U', 'S', 'Segunda Guerra Mundial']"
Which Eastern European country during WW II did not allow Germany to conquer it?,"['Eastern European', 'WW II', 'Germany']","['Europa Oriental', 'Segunda Guerra Mundial', 'Alemania']"
What king of Greece was overthrown for not bearing an heir?,['Greece'],['Grecia']
Which French ruler invaded Russia and did not win?,"['French', 'Russia']","['French', 'Rusia']"
Who was the king of Jerusalem who could not move his limbs due to leprosy?,['Jerusalem'],['Jerusalén']
"Which dictator tried to invade Russia, but did not succeed?",['Russia'],['Rusia']
"Which French military tried, but did not invade Russia?","['French', 'Russia']","['French', 'Rusia']"
Which president of the USA did not live in the White House?,"['USA', 'White House']","['Estados Unidos', 'Casa Blanca']"
Which of Donald Trump's wives was not born in Europe?,"['Donald Trump', 'Europe']","['Donald Trump', 'Europa']"
Which state does not share a border with more than one other state?,[],[]
Which American suffragist never got married?,['American'],['American']
"Which French leader invaded Russia, but did not conquer it?","['French', 'Russia']","['French', 'Rusia']"
"Which German leader invaded the Soviet Union, but did not conquer it?","['German', 'Soviet Union']","['German', 'Unión Soviética']"
Which US president never lived in the White House?,"['US', 'White House']","['Estados Unidos', 'Casa Blanca']"
What 20th century US president did not have a vice president for his entire first term?,['US'],['Estados Unidos']
"Which Confederate general fought in the Battle for Gettysburg in 1863, but did not win?","['Confederate', 'Battle for Gettysburg']","['Confederate', 'Battle for Gettysburg']"
"At the Battle of Midway, which of the three US carriers did not survive the battle?","['Battle of Midway', 'US']","['Batalla de Midway', 'Estados Unidos']"
"Of the top two Japanese cities targeted by the United States for the second atomic weapon, which did not get destroyed due to poor overhead visibility the morning of August 9th, 1945?","['Japanese', 'United States']","['Japonés', 'Estados Unidos']"
"Which French leader invaded Russia in 1812, but did not conquer it?","['French', 'Russia']","['French', 'Rusia']"
Which US president did not live at the White House?,"['US', 'White House']","['Estados Unidos', 'Casa Blanca']"
"Which Carthaginian general invaded Italy in 218 BC, but did not conquer it?","['Carthaginian', 'Italy', 'BC']","['Carthaginian', 'Italia', 'BC']"
Who was the only president to never live in the White House?,['White House'],['Casa Blanca']
Which Scandinavian country did not enter WW II?,"['Scandinavian', 'WW II']","['Scandinavian', 'Segunda Guerra Mundial']"
Who was the only president never to live in the White House?,['White House'],['Casa Blanca']
"Who was the last Pope to be removed from the papacy, but not by death?",['Pope'],['Papa']
Who was the last American soldier out of Afghanistan who was not an enlisted man?,"['American', 'Afghanistan']","['American', 'Afganistán']"
What United States president never married?,['United States'],['Estados Unidos']
What United States president never touched a light switch in the White House?,"['United States', 'White House']","['Estados Unidos', 'Casa Blanca']"
Which United States president did not speak English as their first language?,"['United States', 'English']","['Estados Unidos', 'English (desambiguación)']"
Which major war did the US not win?,['US'],['Estados Unidos']
What number of countries located in Europe are not in the EU?,"['Europe', 'EU']","['Europa', 'Unión Europea']"
Which British monarch from the House of Hanover was not male?,"['British', 'House', 'of Hanover']","['British', 'Casa', 'of Hanover']"
Which Kaiser of the German Empire did not have a successor?,"['German', 'Empire']","['German', 'Imperio']"
Who was elected president of the United States and not make it past 40 days in office?,['United States'],['Estados Unidos']
Who was the prime minister of UK during the second World War and was also a Noble Prize winning writer?,"['UK', 'World War', 'Noble Prize']","['Reino Unido', 'Guerra mundial', 'Noble Prize']"
Name a British passenger liner and the liner also sank in her maiden voyage in 1912?,['British'],['British']
What city in the United States is a state capital and a former Winter Olympic host city?,"['United States', 'Winter Olympic']","['Estados Unidos', 'Juegos Olímpicos de Invierno']"
Who was a wife of King Alexander III Macedon and the cousin of Amyntas IV?,"['Alexander', 'Macedon', 'Amyntas IV']","['Alexander', 'Reino de Macedonia', 'Amintas IV']"
Who was both queen of Spain and wife of Ferdinand?,"['Spain', 'Ferdinand']","['España', 'Fernando']"
